Product_ID,Customer_ID,Customer_rank
1858486,2581676,5
2758063,5224122,5
1899366,3705154,5
526078,1043904,5
1463224,2854240,4
1909838,3728987,3
792449,1571702,1
2842798,16464,5
372225,40595,4
3835671,6447052,4
2408,6320,5
3832850,5217518,1
1859753,300292,5
3058818,859674,4
1506344,18465,2
1343237,111962,5
1510705,15792,2
2511943,1148266,5
1783201,3460024,5
3823456,255885,5
889315,1771808,4
3818297,121302,5
124061,24806,5
217231,426141,3
2704478,23246,5
1440376,859054,5
3365796,401105,4
943698,1874129,5
1371874,128831,5
3151596,1177344,5
1352995,61666,1
372225,41007,5
810999,1613294,5
160930,317462,5
2343390,4510508,5
1890777,3685969,5
3315473,1816001,3
171059,197627,5
1378566,266657,1
3516240,172200,4
1216138,505655,5
952231,777276,5
3713094,2311964,5
1607823,240273,5
1171240,1246,5
2437855,23467,4
1485078,229948,5
2538032,1382856,1
3828930,2468840,5
1855693,3611657,4
1767647,46843,2
590793,1173870,3
3823456,9466,5
3767176,18717,1
3822147,181,5
99057,200329,5
3801910,779143,5
1897252,27154,4
363461,707556,1
3802428,5818403,1
1436407,940107,4
3006157,5552465,4
3555797,821278,3
1412348,2778673,5
3834124,3204310,4
580811,3907,5
2733304,275377,5
3827894,301132,4
3816673,290204,5
3834656,1722491,5
3078579,151860,4
2704870,66350,5
999348,18318,5
1906982,970669,5
3064334,84589,1
3174934,171977,5
2847257,5389886,5
2072,5189,5
3369261,175248,4
3050278,2157396,5
549990,1091268,5
2363389,4523270,5
3678836,1267384,5
1890924,3686224,5
1507779,409346,5
1588517,2797305,5
2322299,3974632,5
3589278,84539,4
2970639,2095469,5
2980278,5644211,5
2114392,334237,3
2993571,9448,1
861609,1722165,1
1268939,384828,5
145012,286021,5
3521196,1930,5
3735578,18450,5
559370,604,4
2072,4905,5
3576076,2780617,3
3808728,22633,3
251769,42468,5
3832416,3343876,5
1285620,983646,5
3695118,888193,5
1976247,2630,4
572677,7931,2
3253334,37914,5
3816855,416093,5
2187689,2145,5
1900269,3706527,1
1893458,245449,5
91049,182507,4
249515,491941,5
131831,257429,3
2799237,46167,5
3809274,257086,5
2511943,618852,4
3835671,6446824,5
665742,497776,5
3812571,1250,5
394359,778287,5
3824149,17,5
3621443,950334,3
2855979,2706998,3
353360,687791,3
1818642,551489,5
3746183,24392,5
224924,441970,5
3836385,122856,4
2843624,94177,4
624463,1240861,5
3836385,8898,1
1588664,16481,5
2730007,29193,5
1245426,1647741,5
2469054,281362,4
3434340,59503,5
379610,17,5
1545712,120778,2
1852907,669843,5
1210629,2385046,5
1715959,1779204,1
3699094,290412,5
1227604,124006,5
987868,22269,5
3823645,88487,3
30135,64719,5
691292,1366473,5
2631398,4990508,5
3037762,2464347,5
433832,858582,5
27363,56959,1
2050062,59701,5
3479665,104973,5
1702792,453423,5
1885639,3676054,5
354613,692821,4
3835671,27277,1
87199,175241,4
310247,21025,4
369775,720585,5
2573669,3674145,4
764540,140633,5
3183705,1164996,2
1887760,6199,5
127211,247360,5
3699479,2702008,5
1062446,98486,5
2621794,191337,5
590793,1173616,5
3150,8253,1
3826767,321106,5
2419627,48738,4
3816008,751941,2
3311518,11723,5
557095,1105255,5
3811423,2075177,5
3034087,650884,2
2727655,373773,5
2914065,19024,4
947422,1880903,5
3816694,16476,5
2986739,18727,5
3272213,218210,1
3820838,6012,5
3816169,57915,5
1923180,283,3
3712506,4648161,3
3514602,1527983,5
300195,590326,5
3383478,4129202,1
829017,307682,5
1203174,706990,2
839454,1590754,5
832300,59449,1
3699479,2703164,1
2624090,1890753,3
1143968,736381,5
421344,834804,2
2852745,194169,4
3305932,427804,1
3524521,81100,5
3216682,1742307,1
2911503,424313,4
3604944,4761926,3
1003149,610681,5
3590888,189834,4
1687385,3288525,5
2769809,124463,5
224686,440597,5
2655289,5037000,5
2141713,439684,5
375263,14569,4
3637480,1774069,4
3646811,939046,5
957145,148186,1
1397396,1833484,5
1815275,32755,4
2843169,1793460,5
1814848,30880,5
33467,75416,5
645435,1281232,2
145012,285949,2
322819,636238,5
768845,86081,5
3822749,67153,4
620620,42020,4
2114077,1487045,5
3833207,1350716,5
785743,195129,5
1007531,9848,5
1110704,2196579,4
1855112,1166545,1
2475732,574056,5
341908,664317,5
512589,16521,5
1761424,37488,5
2291926,281695,3
342034,170843,3
1010359,1005488,4
1777825,3451235,5
3814839,15445,4
1266216,297,4
1406118,2767551,5
1732710,3370316,5
534534,358988,2
814499,8211,2
744443,511614,5
855708,16524,5
725333,1436189,3
288575,129735,3
1035265,413052,5
2330174,339724,5
46683,103254,5
3733562,22415,3
284872,19582,5
1483965,1059985,5
379813,146003,4
2409197,11662,4
86611,174199,5
2072,4255,3
3753029,7191641,5
457429,300473,5
1832649,3560530,5
2869335,2871703,3
501914,998846,5
905954,172824,5
2327150,1725824,4
3820530,107662,5
227276,447552,5
2799237,94922,5
33467,75412,5
3826641,527373,1
1173494,768159,4
1047403,786817,5
2718359,1824322,5
2752596,176797,5
3814692,266556,5
2569630,4874218,5
2873416,947552,4
1135981,1659984,3
326816,83209,4
465080,6791,4
21028,44861,5
610645,1217709,5
2902865,439037,4
1390256,56906,1
40460,78271,4
3815077,720963,5
435274,860763,5
1138732,2248584,4
1414714,2784054,5
266917,3477,3
2759120,335473,3
597737,498246,5
2072,3561,5
3030216,306304,4
544488,464127,5
3056620,4286268,5
1476629,28695,5
3141523,5384,5
2282147,353823,4
3564085,615642,5
3815875,397270,1
1859753,490955,4
1358567,2679289,4
490910,977720,5
142702,280081,4
2473779,38418,3
1078259,244827,5
1372098,2705448,4
2727655,373720,1
753837,879485,5
1925056,174059,5
3815595,4491298,5
3182942,104084,5
3829833,283,1
1166935,74631,5
1124494,1043112,5
893606,283,4
1635004,550148,4
3763067,2978829,4
3808434,67192,5
1370194,727,4
